playerId,assists,blockedShots,blockedShotsPer60,emptyNetAssists,emptyNetGoals,emptyNetPoints,evGoals,evPoints,evenStrengthGoalDifference,evenStrengthGoalsAgainst,evenStrengthGoalsFor,evenStrengthGoalsForPct,evenStrengthTimeOnIcePerGame,faceoffWinPct,firstGoals,gameWinningGoals,gamesPlayed,giveaways,giveawaysPer60,goals,hits,hitsPer60,lastName,missedShotCrossbar,missedShotFailedBankAttempt,missedShotGoalpost,missedShotOverNet,missedShotShort,missedShotWideOfNet,missedShots,otGoals,penaltyMinutes,plusMinus,points,pointsPerGame,positionCode,powerPlayGoalFor,powerPlayGoalsAgainst,powerPlayTimeOnIcePerGame,ppAssists,ppGoals,ppGoalsAgainstPer60,ppGoalsForPer60,ppGoalsPer60,ppIndividualSatFor,ppIndividualSatForPer60,ppPoints,ppPointsPer60,ppPrimaryAssists,ppPrimaryAssistsPer60,ppSecondaryAssists,ppSecondaryAssistsPer60,ppShootingPct,ppShots,ppShotsPer60,ppTimeOnIce,ppTimeOnIcePctPerGame,ppTimeOnIcePerGame,satPercentage,satPercentageAhead,satPercentageBehind,satPercentageClose,satPercentageTied,satRelative,seasonId,shAssists,shGoals,shGoalsPer60,shIndividualSatFor,shIndividualSatForPer60,shPoints,shPointsPer60,shPrimaryAssists,shPrimaryAssistsPer60,shSecondaryAssists,shSecondaryAssistsPer60,shShootingPct,shShots,shShotsPer60,shTimeOnIce,shTimeOnIcePctPerGame,shTimeOnIcePerGame,shootingPct,shootingPct5v5,shootsCatches,shortHandedGoalsAgainst,shortHandedGoalsFor,shortHandedTimeOnIcePerGame,shotAttemptsBlocked,shots,skaterFullName,skaterSavePct5v5,skaterShootingPlusSavePct5v5,takeaways,takeawaysPer60,teamAbbrevs,timeOnIcePerGame,timeOnIcePerGame5v5,totalShotAttempts,usatPercentage,usatPercentageAhead,usatPercentageBehind,usatPercentageTied,usatPrecentageClose,usatRelative,zoneStartPct5v5,topShotSpeed.imperial,topShotSpeed.metric,topShotSpeed.percentile,topShotSpeed.leagueAvg.imperial,topShotSpeed.leagueAvg.metric,skatingSpeed.speedMax.imperial,skatingSpeed.speedMax.metric,skatingSpeed.speedMax.percentile,skatingSpeed.speedMax.leagueAvg.imperial,skatingSpeed.speedMax.leagueAvg.metric,skatingSpeed.burstsOver20.value,skatingSpeed.burstsOver20.percentile,skatingSpeed.burstsOver20.leagueAvg.value,totalDistanceSkated.imperial,totalDistanceSkated.metric,totalDistanceSkated.percentile,totalDistanceSkated.leagueAvg.imperial,totalDistanceSkated.leagueAvg.metric,distanceMaxGame.imperial,distanceMaxGame.metric,distanceMaxGame.percentile,distanceMaxGame.leagueAvg.imperial,distanceMaxGame.leagueAvg.metric,zoneTimeDetails.offensiveZonePctg,zoneTimeDetails.offensiveZonePercentile,zoneTimeDetails.offensiveZoneLeagueAvg,zoneTimeDetails.offensiveZoneEvPctg,zoneTimeDetails.offensiveZoneEvPercentile,zoneTimeDetails.offensiveZoneEvLeagueAvg,zoneTimeDetails.neutralZonePctg,zoneTimeDetails.neutralZonePercentile,zoneTimeDetails.neutralZoneLeagueAvg,zoneTimeDetails.defensiveZonePctg,zoneTimeDetails.defensiveZonePercentile,zoneTimeDetails.defensiveZoneLeagueAvg,highDangerShots,highDangerGoals,midDangerShots,longDangerShots,shotsCrease,shotsLowSlot,shotsHighSlot,goalsPer60,assistsPer60,pointsPer60,shotsPer60,missedShotsPer60,totalShotAttemptsPer60,penaltyMinutesPer60,highDangerShotsPer60,longDangerShotsPer60,evGoalsPer60,evPointsPer60,ppAssistsPer60,shAssistsPer60
8482149,19,23,1.4303730718048422,0.0,2,2.0,14,27,14.0,28.0,42.0,0.6,683.225352,0.37623,3,3,71,12,0.7462816026807872,19,26,1.616943472475039,Perfetti,0,0.0,4,4,1,36,45,0,12,13,38,0.53521,C,18.0,0.0,131.943,6,5,0.0,6.91716,1.9214443112598876,42,16.140132214583055,11,4.227177484771753,4,1.5371554490079102,2,0.7685777245039551,0.161,31,11.912954729811304,9368,0.435,131.943,0.537,0.508,0.602,0.531,0.528,0.027,20232024,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0005,0.14,0.1338,0.091,L,1.0,0.0,0.14,44,142,Cole Perfetti,0.927,1.018,18,1.1194224040211809,WPG,815.3098,672.507,231,0.549,0.54,0.577,0.543,0.542,0.038,0.637,87.37,140.6084,0.5374,84.5238,136.0278,22.744,36.604,0.7664,22.0904,35.551,20.0,0.2484,73.1691,161.1884,259.3949,0.6036,124.2686,199.9811,3.0433,4.8974,0.551,2.9221,4.7024,0.45243896,0.8454106280193,0.42436392,0.42751342,0.8140096618357,0.4125663,0.17518442,0.2995169082126,0.17788498,0.37237662,0.8188405797101,0.3977511,56,10,42,10,7,49,10,1.1816125375779132,1.1816125375779132,2.3632250751558264,8.830998965055983,2.7985560100529523,14.365920851605154,0.7462816026807872,3.482647479177007,0.6219013355673227,1.0389824570350215,2.003751881424684,2.3057331735118654,0.0
8482153,6,4,1.2969467711429343,0.0,0,0.0,1,6,-4.0,14.0,10.0,0.416666,680.933333,0.5,0,1,15,4,1.2969467711429343,2,13,4.215077006214536,Brisson,0,0.0,0,2,0,13,15,0,2,-5,8,0.53333,C,2.0,0.0,56.733,1,1,0.0,8.46066,4.230342128919676,4,16.921368515678704,2,8.460684257839352,0,0.0,1,4.230342128919676,0.25,4,16.921368515678704,851,0.235,56.733,0.486,0.562,0.454,0.459,0.443,0.03,20232024,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.01204,2.533,0.1,0.131,L,1.0,0.0,2.533,12,20,Brendan Brisson,0.825,0.956,5,1.621183463928668,VGK,740.2,672.866,47,0.489,0.523,0.492,0.451,0.47,0.032,0.488,88.08,141.751,0.5757,84.5238,136.0278,21.478,34.566,0.2056,22.0904,35.551,13.0,0.1941,73.1691,30.3224,48.7968,0.2188,124.2686,199.9811,2.7471,4.4208,0.4063,2.9221,4.7024,0.41206371,0.3816425120773,0.42436392,0.40196658,0.3115942028986,0.4125663,0.18668866,0.9227053140097,0.17788498,0.40124763,0.4782608695652,0.3977511,5,1,9,4,1,4,2,0.6484733855714672,1.9454201567144016,2.5938935422858687,6.484733855714672,4.863550391786004,15.23912456092948,0.6484733855714672,1.621183463928668,1.2969467711429343,0.3524574115686595,2.114744469411957,4.230342128919676,0.0
8482155,11,27,1.512840612912246,0.0,0,0.0,12,20,-14.0,47.0,33.0,0.4125,751.382716,0.53846,2,2,81,26,1.4568094791006814,12,113,6.331518120706807,Laferriere,0,0.0,8,3,1,78,90,0,46,-14,23,0.28395,R,6.0,2.0,37.53,3,0,20.68979,7.10526,0.0,10,11.842377949492256,3,3.552713384847677,3,3.552713384847677,0,0.0,0.0,6,7.105426769695354,3040,0.125,37.53,0.505,0.478,0.531,0.509,0.518,-0.041,20232024,0.0,0,0.0,1.0,10.345541071798056,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.345541071798056,348.0,0.01369,4.296,0.08163,0.067,R,0.0,0.0,4.296,82,147,Alex Laferriere,0.904,0.971,21,1.176653810042858,LAK,793.2098,740.691,319,0.513,0.506,0.532,0.506,0.514,-0.047,0.528,90.64,145.8709,0.7354,84.5238,136.0278,22.646,36.445,0.7434,22.0904,35.551,187.0,0.9309,73.1691,171.8282,276.5171,0.6497,124.2686,199.9811,2.8631,4.6074,0.4605,2.9221,4.7024,0.40248916,0.2657004830918,0.42436392,0.39245261,0.1859903381643,0.4125663,0.18129086,0.7149758454106,0.17788498,0.41621997,0.2850241545894,0.3977511,35,5,59,19,4,31,18,0.672373605738776,0.6163424719272114,1.2887160776659874,8.236576670300007,5.04280204304082,17.87393168588913,2.577432155331975,1.9610896834047633,1.0645915424197288,0.7098025040721502,1.1830041734535837,3.552713384847677,0.0
8482157,8,26,1.731089495129746,0.0,0,0.0,12,19,-3.0,33.0,30.0,0.47619,654.592592,0.2,3,2,81,18,1.1984465735513627,13,249,16.578510934127184,Cuylle,0,0.0,0,3,1,34,38,0,56,-3,21,0.25925,L,3.0,0.0,12.925,1,1,0.0,10.31519,3.4386417365140773,5,17.193208682570386,2,6.877283473028155,1,3.4386417365140773,0,0.0,0.333,3,10.315925209542232,1047,0.046,12.925,0.483,0.435,0.526,0.486,0.502,-0.021,20232024,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4e-05,0.012,0.10924,0.071,L,0.0,0.0,0.012,50,119,Will Cuylle,0.92,0.991,13,0.865544747564873,NYR,667.5308,647.641,207,0.491,0.445,0.5,0.54,0.506,-0.015,0.537,86.1,138.5645,0.4526,84.5238,136.0278,22.29,35.872,0.5559,22.0904,35.551,92.0,0.6908,73.1691,146.6131,235.9395,0.5444,124.2686,199.9811,2.3572,3.7934,0.227,2.9221,4.7024,0.40569259,0.3019323671498,0.42436392,0.40244616,0.3260869565217,0.4125663,0.18638972,0.9154589371981,0.17788498,0.40791769,0.4057971014493,0.3977511,46,7,36,18,5,41,12,0.865544747564873,0.5326429215783834,1.3981876691432564,7.923063458478453,2.530053877497321,13.782135595840671,3.7285004510486837,3.0626967990757046,1.1984465735513627,0.8147561396987721,1.290030554523056,3.4386417365140773,0.0
8482159,13,49,2.211025192894839,0.0,0,0.0,15,24,2.0,53.0,55.0,0.509259,883.974025,0.33333,1,2,77,12,0.5414755574436341,20,102,4.60254223827089,Foerster,0,0.0,1,5,2,64,72,0,32,0,33,0.42857,R,18.0,0.0,151.0,4,4,0.0,5.57323,1.2384966027350133,57,17.648576588973942,8,2.4769932054700265,3,0.92887245205126,1,0.3096241506837533,0.097,41,12.694590178033886,11627,0.464,151.0,0.54,0.511,0.587,0.536,0.515,0.037,20232024,0.0,1,40.47900151796256,1.0,40.47900151796256,1,40.47900151796256,0.0,0.0,0.0,0.0,1.0,1.0,40.47900151796256,89.0,0.00399,1.155,0.11976,0.082,R,2.0,1.0,1.155,81,167,Tyson Foerster,0.899,0.981,36,1.6244266723309022,PHI,1036.1298,838.246,320,0.562,0.535,0.593,0.549,0.573,0.031,0.507,94.86,152.6624,0.9101,84.5238,136.0278,21.766,35.029,0.2911,22.0904,35.551,64.0,0.5362,73.1691,212.7559,342.3807,0.8059,124.2686,199.9811,3.6877,5.9345,0.8438,2.9221,4.7024,0.44782556,0.804347826087,0.42436392,0.42543116,0.7874396135266,0.4125663,0.17644269,0.3985507246377,0.17788498,0.37573175,0.780193236715,0.3977511,49,6,75,14,8,41,20,0.9024592624060568,0.5865985205639369,1.4890577829699936,7.535534841090574,3.2488533446618044,14.439348198496909,1.4439348198496909,2.211025192894839,0.6317214836842397,0.7933476340537284,1.2693562144859654,1.2384966027350133,0.0
8482172,3,6,1.9974107638246716,0.0,0,0.0,1,4,1.0,7.0,8.0,0.533333,637.875,0.0,0,0,16,2,0.6658035879415573,1,16,5.326428703532458,Slaggert,1,0.0,2,0,0,4,7,0,4,1,4,0.25,L,0.0,1.0,1.625,0,0,6.18559,0.0,0.0,2,276.92307692307696,0,0.0,0,0.0,0,0.0,0.0,1,138.46153846153848,26,0.007,1.625,0.376,0.328,0.425,0.323,0.32,-0.051,20232024,0.0,0,0.0,2.0,12.371134020618557,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,0.15499,36.375,0.07142,0.156,L,0.0,0.0,36.375,6,14,Landon Slaggert,0.929,1.085,6,1.9974107638246716,CHI,675.875,624.312,27,0.325,0.26,0.369,0.29,0.277,-0.085,0.235,77.68,125.0138,0.1431,84.5238,136.0278,23.084,37.15,0.8997,22.0904,35.551,32.0,0.352,73.1691,30.877,49.6894,0.2204,124.2686,199.9811,2.4073,3.8739,0.2434,2.9221,4.7024,0.3595753,0.0144927536232,0.42436392,0.35943521,0.0,0.4125663,0.19536112,0.9975845410628,0.17788498,0.44506358,0.0628019323671,0.3977511,7,1,3,1,0,7,0,0.3329017939707786,0.9987053819123358,1.3316071758831145,4.660625115590901,2.3303125577954504,8.988348437211021,1.3316071758831145,2.3303125577954504,0.3329017939707786,0.3527336860670194,1.4109347442680775,0.0,0.0
8482175,22,18,0.8034618951141151,0.0,1,1.0,25,43,15.0,50.0,65.0,0.565217,867.731707,0.2,9,5,82,27,1.2051928426711727,28,27,1.2051928426711727,Peterka,2,0.0,11,10,3,67,93,0,28,10,50,0.60975,R,11.0,0.0,115.414,4,3,0.0,4.18427,1.1411727959621079,42,15.976419143469512,7,2.6627365239115854,2,0.7607818639747387,2,0.7607818639747387,0.103,29,11.031337027633711,9464,0.424,115.414,0.534,0.526,0.55,0.529,0.522,0.038,20232024,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.00139,0.402,0.12389,0.097,L,5.0,0.0,0.402,106,226,JJ Peterka,0.91,1.007,39,1.7408341060805828,BUF,983.5487,831.5,425,0.529,0.535,0.533,0.52,0.524,0.033,0.536,84.74,136.3758,0.3727,84.5238,136.0278,22.432,36.101,0.6332,22.0904,35.551,188.0,0.9359,73.1691,223.8822,360.2859,0.8668,124.2686,199.9811,3.6769,5.9171,0.8388,2.9221,4.7024,0.41953354,0.4830917874396,0.42436392,0.40521482,0.3768115942029,0.4125663,0.1878351,0.951690821256,0.17788498,0.39263136,0.6183574879227,0.3977511,58,14,86,11,3,55,26,1.249829614621957,0.9820089829172518,2.2318385975392085,10.087910460877223,4.151219791422928,18.970628079083273,1.249829614621957,2.588932773145482,0.4910044914586259,1.2648621304900134,2.1755628644428233,1.5215637279494774,0.0
8482176,7,46,4.981949458483755,0.0,0,0.0,0,7,0.0,20.0,20.0,0.5,928.125,0.0,0,0,32,23,2.4909747292418776,0,22,2.3826714801444044,Kaiser,0,0.0,1,1,0,8,10,0,22,0,7,0.21875,D,0.0,11.0,4.0,0,0,11.6061,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,128,0.013,4.0,0.432,0.372,0.451,0.432,0.446,-0.023,20232024,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3412.0,0.34457,106.625,0.0,0.09,L,0.0,0.0,106.625,29,18,Wyatt Kaiser,0.923,1.013,7,0.7581227436823106,CHI,1038.75,898.5,57,0.426,0.39,0.444,0.422,0.433,-0.021,0.5,83.73,134.7504,0.147,90.2146,145.1863,22.201,35.729,0.7229,21.6601,34.8585,24.0,0.5191,30.2889,78.4186,126.1963,0.3089,136.5257,219.7061,3.1283,5.0342,0.3854,3.2737,5.2683,0.38291762,0.0893617021277,0.42065626,0.38827161,0.0382978723404,0.42481995,0.17760651,0.4468085106383,0.17771932,0.43947588,0.0936170212766,0.40162442,0,0,3,11,0,0,1,0.0,0.7581227436823106,0.7581227436823106,1.9494584837545128,1.0830324909747293,6.173285198555957,2.3826714801444044,0.0,1.1913357400722022,0.0,0.8484848484848485,0.0,0.0
8482177,3,9,2.5742888924201495,0.0,0,0.0,0,3,-3.0,7.0,4.0,0.363636,680.0625,0.47572,0,0,16,4,1.1441283966311775,1,16,4.57651358652471,Khusnutdinov,0,0.0,2,0,0,8,10,0,6,-3,4,0.25,C,1.0,2.0,33.562,0,1,6.16439,6.70394,6.704010488051964,2,13.408020976103929,1,6.704010488051964,0,0.0,0,0.0,1.0,1,6.704010488051964,537,0.12,33.562,0.454,0.496,0.436,0.385,0.416,-0.035,20232024,0.0,0,0.0,2.0,6.164383561643836,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168.0,0.29833,73.0,0.16666,0.053,L,0.0,0.0,73.0,5,6,Marat Khusnutdinov,0.917,0.97,7,2.0022246941045605,MIN,786.625,672.937,21,0.481,0.56,0.42,0.447,0.411,-0.012,0.464,76.98,123.8873,0.1248,84.5238,136.0278,21.641,34.828,0.2434,22.0904,35.551,25.0,0.2911,73.1691,34.1975,55.0328,0.2336,124.2686,199.9811,2.6776,4.309,0.3602,2.9221,4.7024,0.40229468,0.2632850241546,0.42436392,0.40619813,0.3888888888889,0.4125663,0.17935294,0.5966183574879,0.17788498,0.41835238,0.2753623188406,0.3977511,2,1,1,0,0,2,0,0.2860320991577944,0.8580962974733831,1.1441283966311775,1.7161925949467662,2.860320991577944,6.006674082313682,1.7161925949467662,0.5720641983155887,0.0,0.0,0.9925558312655087,0.0,0.0
8482192,6,36,3.8338659507939643,0.0,0,0.0,0,6,-27.0,38.0,11.0,0.224489,934.787878,0.0,0,0,33,21,2.2364218046298125,0,56,5.9637914790128335,Phillips,0,0.0,1,0,1,22,24,0,22,-26,6,0.18181,D,0.0,5.0,4.818,0,0,6.43547,0.0,0.0,1,22.642363862787274,0,0.0,0,0.0,0,0.0,0.0,0,0.0,159,0.016,4.818,0.42,0.339,0.437,0.383,0.435,-0.044,20232024,0.0,0,0.0,4.0,5.148408230159589,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.8613061726196922,2797.0,0.29535,84.757,0.0,0.056,L,0.0,1.0,84.757,29,31,Isaak Phillips,0.871,0.927,14,1.4909478697532084,CHI,1024.3636,912.757,84,0.41,0.341,0.423,0.423,0.37,-0.053,0.443,93.0,149.669,0.5783,90.2146,145.1863,21.831,35.134,0.5382,21.6601,34.8585,31.0,0.6146,30.2889,76.8025,123.5957,0.3025,136.5257,219.7061,3.0429,4.8968,0.3248,3.2737,5.2683,0.37777157,0.0468085106383,0.42065626,0.38205433,0.0127659574468,0.42481995,0.18041862,0.663829787234,0.17771932,0.44180981,0.0851063829787,0.40162442,2,0,5,14,1,1,1,0.0,0.6389776584656607,0.6389776584656607,3.301384568739247,2.5559106338626427,8.94568721851925,2.342918081040756,0.21299255282188692,1.4909478697532084,0.0,0.7002074694698326,0.0,0.0
8482222,9,15,1.232651604254518,0.0,0,0.0,4,11,-21.0,41.0,20.0,0.327868,835.673913,0.4,1,0,46,15,1.232651604254518,4,27,2.2187728876581323,Barabanov,0,0.0,0,4,0,38,42,0,12,-24,13,0.2826,L,6.0,0.0,116.086,2,0,0.0,4.04494,0.0,18,12.134931448873362,2,1.3483257165414846,0,0.0,2,1.3483257165414846,0.0,8,5.393302866165938,5340,0.455,116.086,0.449,0.472,0.463,0.431,0.422,0.001,20232024,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.00199,0.586,0.0597,0.059,L,3.0,0.0,0.586,31,67,Alexander Barabanov,0.89,0.949,18,1.4791819251054215,SJS,952.3478,804.217,140,0.439,0.449,0.451,0.419,0.427,0.0,0.479,81.97,131.9179,0.2496,84.5238,136.0278,22.112,35.586,0.4737,22.0904,35.551,42.0,0.4227,73.1691,118.7974,191.1766,0.4655,124.2686,199.9811,4.0547,6.5251,0.9408,2.9221,4.7024,0.42120244,0.5,0.42436392,0.40244219,0.3236714975845,0.4125663,0.17447439,0.2632850241546,0.17788498,0.40432318,0.4444444444444,0.3977511,33,3,14,2,0,33,5,0.32870709446787144,0.7395909625527107,1.0682980570205822,5.505843832336847,3.4514244919126504,11.5047483063755,0.9861212834036144,2.7118335293599394,0.16435354723393572,0.3746000364389376,1.0301501002070783,1.3483257165414846,0.0
8482241,3,5,0.9310025188738649,0.0,0,0.0,4,7,1.0,10.0,11.0,0.523809,549.515151,0.5,1,1,33,7,1.303403526423411,4,44,8.19282216609001,Zohorna,0,0.0,1,0,0,13,14,0,18,0,7,0.21212,L,0.0,0.0,36.363,0,0,0.0,0.0,0.0,2,6.000105001837532,0,0.0,0,0.0,0,0.0,0.0,2,6.000105001837532,1200,0.115,36.363,0.517,0.515,0.493,0.536,0.535,-0.007,20232024,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526,0.067,L,1.0,0.0,0.0,16,38,Radim Zohorna,0.925,0.992,14,2.606807052846822,PIT,585.8787,544.272,68,0.523,0.531,0.496,0.538,0.549,0.016,0.329,84.44,135.893,0.3544,84.5238,136.0278,22.944,36.925,0.8635,22.0904,35.551,67.0,0.5526,73.1691,53.7649,86.5221,0.2928,124.2686,199.9811,2.5885,4.1655,0.3158,2.9221,4.7024,0.42304559,0.5314009661836,0.42436392,0.41909006,0.6497584541063,0.4125663,0.18039012,0.6545893719807,0.17788498,0.39656429,0.5434782608696,0.3977511,20,3,7,5,2,18,2,0.7448020150990919,0.5586015113243189,1.303403526423411,7.075619143441373,2.606807052846822,12.661634256684563,3.3516090679459136,3.7240100754954595,0.9310025188738649,0.7940884533748487,1.3896547934059853,0.0,0.0
8482245,20,122,5.047405845944755,0.0,2,2.0,4,24,1.0,59.0,60.0,0.504201,1084.666666,0.0,1,0,69,31,1.2825375510187491,5,139,5.75073289005181,Zub,0,0.0,2,1,0,41,44,0,32,5,25,0.36231,D,0.0,29.0,7.507,0,0,8.95752,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,518,0.022,7.507,0.527,0.51,0.554,0.526,0.513,0.03,20232024,0.0,1,0.30888038838620036,2.0,0.6177607767724007,1,0.30888038838620036,0.0,0.0,0.0,0.0,0.5,2.0,0.6177607767724007,11655.0,0.5934,168.913,0.05882,0.085,R,0.0,4.0,168.913,59,85,Artem Zub,0.899,0.984,14,0.5792105069116931,OTT,1261.0869,1041.84,188,0.533,0.524,0.551,0.522,0.527,0.021,0.504,93.81,150.9726,0.6454,90.2146,145.1863,20.669,33.264,0.1242,21.6601,34.8585,7.0,0.2452,30.2889,190.2715,306.1974,0.672,136.5257,219.7061,3.5454,5.7054,0.6561,3.2737,5.2683,0.39491725,0.2297872340426,0.42065626,0.41611439,0.3957446808511,0.42481995,0.17929644,0.5787234042553,0.17771932,0.42578631,0.2297872340426,0.40162442,3,1,7,59,0,3,0,0.2068608953256047,0.8274435813024188,1.0343044766280234,3.5166352205352798,1.8203758788653213,7.777969664242736,1.32390973008387,0.12411653719536281,2.4409585648421355,0.19240533402168095,1.1544320041300857,0.0,0.0
8482259,9,18,1.6684262384125481,0.0,2,2.0,14,23,13.0,19.0,32.0,0.62745,633.589285,0.6,3,0,56,12,1.1122841589416987,15,117,10.844770549681561,McMann,3,0.0,2,3,0,33,41,0,52,13,24,0.42857,C,2.0,3.0,30.875,0,1,6.62983,4.16426,2.0821283979178715,3,6.246385193753614,1,2.0821283979178715,0,0.0,0,0.0,0.5,2,4.164256795835743,1729,0.114,30.875,0.506,0.477,0.561,0.518,0.511,-0.008,20232024,0.0,0,0.0,6.0,13.25979874572126,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.04983228810105,1629.0,0.10442,29.089,0.12711,0.096,L,0.0,0.0,29.089,37,118,Bobby McMann,0.937,1.033,21,1.9464972781479726,TOR,693.5535,621.767,196,0.51,0.494,0.548,0.509,0.53,-0.01,0.419,90.04,144.9053,0.7121,84.5238,136.0278,23.45,37.738,0.9589,22.0904,35.551,143.0,0.8569,73.1691,106.0928,170.7314,0.4359,124.2686,199.9811,2.923,4.7039,0.4901,2.9221,4.7024,0.40773898,0.3188405797101,0.42436392,0.40779527,0.4227053140097,0.4125663,0.18292934,0.7971014492754,0.17788498,0.40933169,0.3768115942029,0.3977511,29,7,20,12,3,26,7,1.3903551986771234,0.8342131192062741,2.2245683178833975,10.937460896260037,3.8003042097174706,18.167307929381078,4.819898022080694,2.688020050775772,1.1122841589416987,1.420478567594463,2.3336433610480465,0.0,0.0
8482451,2,20,5.366326942395701,0.0,0,0.0,0,2,-4.0,9.0,5.0,0.357142,706.352941,0.25,0,0,17,1,0.268316347119785,0,9,2.414847124078065,Pyyhtia,1,0.0,0,0,0,4,5,0,0,-5,2,0.11764,L,0.0,2.0,6.235,0,0,5.52571,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,106,0.035,6.235,0.429,0.424,0.439,0.415,0.425,-0.035,20232024,0.0,0,0.0,1.0,2.7628570704966005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303.0,0.26766,76.647,0.0,0.054,L,1.0,0.0,76.647,9,22,Mikael Pyyhtia,0.924,0.978,3,0.8049490413593551,CBJ,789.2352,701.0,36,0.423,0.435,0.436,0.393,0.396,-0.02,0.453,83.47,134.3319,0.2978,84.5238,136.0278,21.707,34.935,0.2648,22.0904,35.551,25.0,0.2911,73.1691,36.2909,58.4016,0.2418,124.2686,199.9811,2.8041,4.5126,0.4342,2.9221,4.7024,0.34705601,0.0048309178744,0.42436392,0.36209273,0.0048309178744,0.4125663,0.17931019,0.5869565217391,0.17788498,0.4736338,0.012077294686,0.3977511,4,0,5,2,0,4,2,0.0,0.53663269423957,0.53663269423957,5.902959636635271,1.3415817355989252,9.65938849631226,0.0,1.07326538847914,0.53663269423957,0.0,0.5996002666388076,0.0,0.0
8482460,1,5,3.1369816360049367,0.0,0,0.0,1,2,1.0,3.0,4.0,0.571428,335.17647,0.5,0,1,17,0,0.0,1,50,31.369816360049366,Rempe,0,0.0,1,0,0,1,2,0,71,1,2,0.11764,C,0.0,0.0,2.235,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,38,0.007,2.235,0.487,0.489,0.352,0.483,0.542,-0.005,20232024,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00036,0.117,0.08333,0.108,R,0.0,0.0,0.117,6,12,Matt Rempe,0.928,1.036,1,0.6273963272009874,NYR,337.5294,331.529,20,0.461,0.526,0.291,0.49,0.435,-0.022,0.605,73.93,118.9788,0.0882,84.5238,136.0278,22.599,36.37,0.7171,22.0904,35.551,22.0,0.2648,73.1691,15.1307,24.3493,0.1612,124.2686,199.9811,1.8598,2.9929,0.0921,2.9221,4.7024,0.41567712,0.4444444444444,0.42436392,0.41691584,0.6038647342995,0.4125663,0.1646645,0.0072463768116,0.17788498,0.41965838,0.2584541062802,0.3977511,7,1,3,1,0,7,0,0.6273963272009874,0.6273963272009874,1.2547926544019747,7.528755926411848,1.2547926544019747,12.547926544019747,44.5451392312701,4.391774290406911,0.6273963272009874,0.631800632909443,1.263601265818886,0.0,0.0
8482470,3,17,6.417112299465241,0.0,0,0.0,0,2,-5.0,7.0,2.0,0.222222,872.1,0.0,0,0,10,3,1.132431582258572,0,14,5.284680717206669,Solovyov,0,0.0,1,1,0,4,6,0,4,-3,3,0.3,D,1.0,2.0,1.4,0,0,8.97758,257.20164,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,14,0.006,1.4,0.468,0.45,0.496,0.456,0.411,-0.08,20232024,1.0,0,0.0,1.0,4.488778054862843,1,4.488778054862843,0.0,0.0,1.0,4.488778054862843,0.0,1.0,4.488778054862843,802.0,0.28022,80.2,0.0,0.029,L,0.0,2.0,80.2,9,10,Ilya Solovyov,0.892,0.921,0,0.0,CGY,953.7,861.0,25,0.494,0.642,0.478,0.448,0.487,-0.055,0.5,92.57,148.977,0.5495,90.2146,145.1863,20.266,32.616,0.0828,21.6601,34.8585,2.0,0.1146,30.2889,20.0014,32.1875,0.1497,136.5257,219.7061,2.5643,4.1266,0.1529,3.2737,5.2683,0.39044966,0.1574468085106,0.42065626,0.39360956,0.0936170212766,0.42481995,0.19030507,0.9659574468085,0.17771932,0.41924527,0.3106382978723,0.40162442,0,0,1,8,0,0,1,0.0,1.132431582258572,1.132431582258572,3.7747719408619065,2.264863164517144,9.436929852154767,1.5099087763447627,0.0,3.0198175526895255,0.0,0.825593395252838,0.0,4.488778054862843
